empresa_id,elemento_id,fecha_utc,fecha_local,p,q,s,i,v
18,665,2022-09-26 07:00:00,2022-09-26 04:00:00,1260.906,368.172,1313.558,49.000,15401.000
18,665,2023-04-13 20:30:00,2023-04-13 16:30:00,2083.373,649.018,2182.124,82.000,15391.000
18,665,2023-03-13 07:45:00,2023-03-13 04:45:00,1164.967,482.021,1260.750,47.000,15478.000
18,665,2023-01-08 00:00:00,2023-01-07 21:00:00,2086.059,620.051,2176.259,82.000,15333.000
18,665,2022-09-10 06:45:00,2022-09-10 02:45:00,1488.724,317.905,1522.288,58.000,15327.000
18,665,2022-07-14 13:15:00,2022-07-14 09:15:00,2323.432,426.919,2362.329,90.000,15230.000
18,665,2022-08-06 20:00:00,2022-08-06 16:00:00,2867.797,549.680,2920.001,110.000,15306.000
18,665,2023-03-17 12:30:00,2023-03-17 09:30:00,1945.249,543.619,2019.781,76.000,15358.000
18,665,2023-01-22 03:15:00,2023-01-22 00:15:00,1835.545,490.930,1900.062,72.000,15355.000
18,665,2022-06-12 12:30:00,2022-06-12 08:30:00,1482.274,321.998,1516.845,57.000,15346.000
18,665,2023-02-28 01:45:00,2023-02-27 22:45:00,2321.036,465.926,2367.339,89.000,15384.000
18,665,2022-09-18 21:15:00,2022-09-18 18:15:00,1897.044,422.651,1943.556,74.000,15313.000
18,665,2022-11-15 05:15:00,2022-11-15 02:15:00,1361.369,443.508,1431.791,53.000,15532.000
18,665,2022-08-05 20:00:00,2022-08-05 16:00:00,2749.929,575.871,2809.580,106.000,15310.000
18,665,2022-11-25 12:45:00,2022-11-25 09:45:00,1849.291,480.108,1910.597,73.000,15207.000
18,665,2022-07-20 16:15:00,2022-07-20 12:15:00,2880.873,582.425,2939.158,111.000,15290.000
18,665,2022-08-17 14:00:00,2022-08-17 10:00:00,2713.786,474.758,2755.001,105.000,15231.000
18,665,2023-03-28 13:00:00,2023-03-28 10:00:00,1947.764,486.770,2007.668,76.000,15267.000
18,665,2023-02-26 22:45:00,2023-02-26 19:45:00,1918.391,562.003,1999.018,76.000,15217.000
18,665,2022-09-18 18:00:00,2022-09-18 15:00:00,2063.035,432.823,2107.949,80.000,15256.000
18,665,2022-05-24 03:15:00,2022-05-23 23:15:00,2339.352,305.724,2359.245,90.000,15261.000
18,665,2022-06-30 07:15:00,2022-06-30 03:15:00,1400.121,325.603,1437.483,54.000,15343.000
18,665,2023-02-15 09:15:00,2023-02-15 06:15:00,1259.672,487.320,1350.649,51.000,15425.000
18,665,2022-12-21 14:45:00,2022-12-21 11:45:00,1973.534,530.393,2043.564,81.000,14552.000
18,665,2023-04-30 17:00:00,2023-04-30 13:00:00,2601.625,509.286,2651.004,101.000,15262.000
18,665,2022-08-18 02:15:00,2022-08-17 22:15:00,3500.589,453.589,3529.854,133.000,15334.000
18,665,2022-05-24 06:00:00,2022-05-24 02:00:00,1312.722,244.525,1335.302,51.000,15337.000
18,665,2022-08-11 13:15:00,2022-08-11 09:15:00,2606.281,438.676,2642.941,99.000,15422.000
18,665,2023-01-28 07:30:00,2023-01-28 04:30:00,1181.814,454.370,1266.150,48.000,15458.000
18,665,2022-08-31 10:15:00,2022-08-31 06:15:00,1716.826,330.108,1748.274,66.000,15250.000
18,665,2022-11-25 12:30:00,2022-11-25 09:30:00,1798.035,458.808,1855.650,71.000,15236.000
18,665,2023-01-10 17:00:00,2023-01-10 14:00:00,2097.732,625.907,2189.119,83.000,15270.000
18,665,2022-11-06 21:45:00,2022-11-06 18:45:00,2059.040,528.808,2125.861,80.000,15455.000
18,665,2022-07-31 22:00:00,2022-07-31 18:00:00,3243.421,486.246,3279.667,125.000,15219.000
18,665,2023-01-31 14:00:00,2023-01-31 11:00:00,1785.124,514.043,1857.662,71.000,15218.000
18,665,2022-06-28 03:30:00,2022-06-27 23:30:00,2583.355,434.650,2619.665,98.000,15453.000
18,665,2023-01-17 23:45:00,2023-01-17 20:45:00,2265.098,660.878,2359.540,89.000,15364.000
18,665,2023-04-10 09:45:00,2023-04-10 05:45:00,1260.893,409.540,1325.735,50.000,15369.000
18,665,2022-12-14 03:00:00,2022-12-14 00:00:00,1947.032,477.076,2004.628,75.000,15440.000
18,665,2022-11-07 17:00:00,2022-11-07 14:00:00,2078.955,580.381,2158.448,82.000,15310.000
18,665,2022-09-24 13:00:00,2022-09-24 10:00:00,2125.182,412.430,2164.832,83.000,15206.000
18,665,2022-04-19 16:15:00,2022-04-19 12:15:00,2540.832,602.993,2611.403,97.000,15510.000
18,665,2022-08-20 00:15:00,2022-08-19 20:15:00,3551.211,509.038,3587.509,137.000,15213.000
18,665,2022-05-10 12:00:00,2022-05-10 08:00:00,2126.986,429.877,2169.992,82.000,15329.000
18,665,2022-12-03 11:45:00,2022-12-03 08:45:00,1498.856,488.557,1576.470,60.000,15318.000
18,665,2022-07-11 23:00:00,2022-07-11 19:00:00,3688.916,537.552,3727.876,141.000,15312.000
18,665,2022-06-09 03:45:00,2022-06-08 23:45:00,2465.427,459.793,2507.935,95.000,15360.000
18,665,2023-01-06 14:15:00,2023-01-06 11:15:00,1914.535,625.771,2014.208,77.000,15201.000
18,665,2023-03-03 16:30:00,2023-03-03 13:30:00,2075.213,679.224,2183.542,82.000,15344.000
18,665,2023-02-18 19:00:00,2023-02-18 16:00:00,1902.319,692.049,2024.290,76.000,15346.000
18,665,2023-04-20 12:45:00,2023-04-20 08:45:00,2020.050,464.618,2072.793,79.000,15197.000
18,665,2023-02-02 23:30:00,2023-02-02 20:30:00,2218.508,722.393,2333.158,88.000,15435.000
18,665,2022-12-02 14:30:00,2022-12-02 11:30:00,1900.736,524.970,1971.901,75.000,15265.000
18,665,2023-03-05 18:30:00,2023-03-05 15:30:00,2034.917,628.903,2129.884,81.000,15190.000
18,665,2022-08-05 22:15:00,2022-08-05 18:15:00,3191.613,552.325,3239.052,122.000,15345.000
18,665,2022-05-18 06:30:00,2022-05-18 02:30:00,1553.073,279.572,1578.036,59.000,15474.000
18,665,2023-03-30 20:45:00,2023-03-30 17:45:00,2201.073,548.139,2268.299,85.000,15413.000
18,665,2023-01-14 17:30:00,2023-01-14 14:30:00,1937.166,592.185,2025.659,77.000,15231.000
18,665,2022-04-07 23:45:00,2022-04-07 19:45:00,2982.722,556.325,3034.160,116.000,15184.000
18,665,2023-03-31 11:45:00,2023-03-31 08:45:00,2134.343,435.338,2178.288,83.000,15177.000
18,665,2022-06-05 03:00:00,2022-06-04 23:00:00,3377.603,442.800,3406.505,129.000,15367.000
18,665,2022-12-25 00:00:00,2022-12-24 21:00:00,2427.285,718.541,2531.406,95.000,15390.000
18,665,2023-02-11 15:45:00,2023-02-11 12:45:00,1995.931,684.052,2109.897,79.000,15427.000
18,665,2022-05-14 14:15:00,2022-05-14 10:15:00,2632.693,422.405,2666.364,101.000,15253.000
18,665,2023-03-03 22:30:00,2023-03-03 19:30:00,2101.683,670.888,2206.165,83.000,15373.000
18,665,2023-01-12 04:30:00,2023-01-12 01:30:00,1399.315,454.156,1471.170,55.000,15395.000
18,665,2022-10-23 16:45:00,2022-10-23 13:45:00,2364.953,513.826,2420.128,91.000,15354.000
18,665,2022-09-11 00:15:00,2022-09-10 20:15:00,3176.085,491.026,3213.818,122.000,15315.000
18,665,2022-06-09 10:45:00,2022-06-09 06:45:00,2080.518,363.795,2112.085,80.000,15247.000
18,665,2022-04-03 15:00:00,2022-04-03 11:00:00,2286.319,509.736,2342.453,89.000,15248.000
18,665,2022-11-19 08:00:00,2022-11-19 05:00:00,1165.484,413.007,1236.498,46.000,15449.000
18,665,2022-12-01 18:45:00,2022-12-01 15:45:00,1908.137,608.275,2002.744,75.000,15390.000
18,665,2022-04-21 10:30:00,2022-04-21 06:30:00,1824.594,378.873,1863.515,71.000,15234.000
18,665,2022-07-11 03:30:00,2022-07-10 23:30:00,2771.296,395.250,2799.340,106.000,15285.000
18,665,2022-07-03 12:45:00,2022-07-03 08:45:00,1589.127,335.584,1624.174,61.000,15338.000
18,665,2022-12-08 08:15:00,2022-12-08 05:15:00,1157.139,377.954,1217.300,46.000,15413.000
18,665,2022-07-26 05:00:00,2022-07-26 01:00:00,1853.136,382.687,1892.238,71.000,15406.000
18,665,2022-04-10 14:45:00,2022-04-10 10:45:00,2301.715,442.889,2343.937,89.000,15256.000
18,665,2022-06-07 08:00:00,2022-06-07 04:00:00,1609.716,351.280,1647.599,63.000,15282.000
18,665,2023-04-24 13:15:00,2023-04-24 09:15:00,2145.814,474.652,2197.683,83.000,15270.000
18,665,2023-03-24 02:00:00,2023-03-23 23:00:00,2283.463,462.753,2329.880,87.000,15435.000
18,665,2023-04-15 14:15:00,2023-04-15 10:15:00,2109.592,469.660,2161.240,81.000,15408.000
18,665,2023-02-25 04:15:00,2023-02-25 01:15:00,1641.928,538.760,1728.060,65.000,15441.000
18,665,2022-12-02 21:00:00,2022-12-02 18:00:00,1995.603,636.887,2094.769,79.000,15391.000
18,665,2022-08-08 23:45:00,2022-08-08 19:45:00,3784.361,536.401,3822.187,145.000,15234.000
18,665,2022-10-02 17:30:00,2022-10-02 14:30:00,2327.940,523.547,2386.086,90.000,15329.000
18,665,2022-09-09 14:15:00,2022-09-09 10:15:00,2501.470,463.973,2544.135,97.000,15186.000
18,665,2022-05-15 05:45:00,2022-05-15 01:45:00,1886.294,300.845,1910.135,72.000,15435.000
18,665,2022-10-27 15:45:00,2022-10-27 12:45:00,2198.898,583.277,2274.942,86.000,15404.000
18,665,2022-05-01 04:00:00,2022-05-01 00:00:00,2552.852,379.978,2580.976,97.000,15458.000
18,665,2023-01-01 10:45:00,2023-01-01 07:45:00,981.783,516.228,1109.229,42.000,15460.000
18,665,2022-11-14 22:15:00,2022-11-14 19:15:00,2449.212,540.057,2508.048,95.000,15368.000
18,665,2023-02-17 06:00:00,2023-02-17 03:00:00,1197.990,460.166,1283.329,48.000,15399.000
18,665,2023-01-20 21:00:00,2023-01-20 18:00:00,1986.044,701.283,2106.221,79.000,15450.000
18,665,2023-01-19 06:00:00,2023-01-19 03:00:00,1314.818,520.232,1413.997,53.000,15397.000
18,665,2023-01-19 20:00:00,2023-01-19 17:00:00,2106.732,760.277,2239.719,84.000,15417.000
18,665,2022-10-10 19:00:00,2022-10-10 16:00:00,2168.478,497.761,2224.874,83.000,15470.000
18,665,2022-08-23 11:45:00,2022-08-23 07:45:00,2069.005,378.525,2103.346,80.000,15183.000
18,665,2022-08-07 18:15:00,2022-08-07 14:15:00,2821.595,505.394,2866.500,109.000,15264.000
18,665,2022-05-15 10:30:00,2022-05-15 06:30:00,1406.217,220.996,1423.477,55.000,15160.000
18,665,2022-09-14 09:15:00,2022-09-14 06:15:00,1647.618,341.262,1682.589,64.000,15246.000
18,665,2023-01-07 07:45:00,2023-01-07 04:45:00,1195.948,477.807,1287.863,49.000,15384.000
18,665,2022-05-27 00:00:00,2022-05-26 20:00:00,3891.888,469.688,3920.128,149.000,15405.000
18,665,2022-11-25 01:15:00,2022-11-24 22:15:00,2633.729,520.661,2684.700,101.000,15392.000
18,665,2023-03-08 15:30:00,2023-03-08 12:30:00,2151.269,636.904,2243.570,84.000,15450.000
18,665,2022-12-27 18:15:00,2022-12-27 15:15:00,2146.211,717.671,2263.023,85.000,15333.000
18,665,2022-08-13 17:30:00,2022-08-13 13:30:00,3054.717,552.814,3104.336,118.000,15275.000
18,665,2022-07-11 06:45:00,2022-07-11 02:45:00,1475.935,313.925,1508.951,57.000,15367.000
18,665,2022-06-13 13:15:00,2022-06-13 09:15:00,2607.964,491.227,2653.824,101.000,15187.000
18,665,2022-07-20 16:45:00,2022-07-20 12:45:00,3001.002,573.454,3055.300,116.000,15279.000
18,665,2022-05-19 23:15:00,2022-05-19 19:15:00,1735.011,287.377,1758.650,67.000,15278.000
18,665,2022-06-15 18:15:00,2022-06-15 14:15:00,2779.309,563.975,2835.952,107.000,15264.000
18,665,2023-02-08 18:00:00,2023-02-08 15:00:00,2211.642,786.156,2347.211,89.000,15302.000
18,665,2022-09-26 06:30:00,2022-09-26 03:30:00,1291.501,356.354,1339.762,50.000,15512.000
18,665,2022-08-09 03:15:00,2022-08-08 23:15:00,2805.280,420.332,2836.596,106.000,15454.000
18,665,2022-11-08 15:45:00,2022-11-08 12:45:00,2094.687,589.203,2175.976,82.000,15271.000
18,665,2022-06-23 09:00:00,2022-06-23 05:00:00,1387.583,302.230,1420.116,54.000,15278.000
18,665,2022-11-15 10:15:00,2022-11-15 07:15:00,1668.757,389.574,1713.627,65.000,15393.000
18,665,2022-12-14 04:00:00,2022-12-14 01:00:00,1562.115,452.210,1626.252,62.000,15320.000
18,665,2022-08-15 18:00:00,2022-08-15 14:00:00,3489.844,539.207,3531.254,135.000,15175.000
